id,ambiguity_type,gold_ambiguous,predicted_ambiguous,ambiguity_decision_correct,model_questions,num_questions,asked_question,model_question_first_similarity,model_question_best_similarity,resolved_proxy_first,resolved_proxy_any,json_exact_valid,json_schema_valid,json_recoverable_parse
208,common_sense_knowledge,True,True,True,"['What type of cheese should be used?', 'Is the blender a necessary tool?', 'Is the blender a required ingredient?']",3,True,0.73117995262146,0.73117995262146,False,False,True,True,False
209,common_sense_knowledge,True,True,True,"['What type of water should be used for rinsing the mussels?', 'What is the purpose of scrubbing the mussels with a paper towel?', 'What is the correct way to hold the mussels in the dish rack?']",3,True,0.8383175730705261,0.8383175730705261,True,True,True,True,False
210,preferences,True,True,True,"['Where is the yogurt cup?', 'Is the yogurt cup in the fridge?', 'Is the yogurt cup in the table?', 'Is the yogurt cup in the trash bin?']",4,True,0.5021227598190308,0.5521299242973328,False,False,True,True,False
211,common_sense_knowledge,True,True,True,"['What type of food is the chicken nuggets?', 'What is the purpose of brushing the chicken nuggets with oil mixture?', 'What is the intended use of the oil mixture on the chicken nuggets?']",3,True,0.43126028776168823,0.43126028776168823,False,False,True,True,False
212,preferences,True,True,True,"['What type of milk should be used?', 'What vegetables should be added to the bowl?', 'How much cheese should be used?']",3,True,0.3748589754104614,0.5664166808128357,False,False,True,True,False
213,preferences,True,True,True,"['What type of fruit should be used for the smoothie?', 'What is the correct amount of almond milk to add?', 'What type of ice cubes should be used for the smoothie?']",3,True,0.6040579080581665,0.6040579080581665,False,False,True,True,False
214,preferences,True,True,True,"['What type of knife should I use?', 'Is the croissant already cut?', 'Is the task clear about the number of slices to make?']",3,True,0.33711931109428406,0.587765097618103,False,False,True,True,False
215,common_sense_knowledge,True,True,True,"['What is the type of mug the lemon is being grated into?', 'Is the lemon grated into the ceramic mug or the glass mug?', 'Is the lemon grated into the bottom drawer or the top drawer?']",3,True,0.559455394744873,0.559455394744873,False,False,False,True,True
216,preferences,True,True,True,"['What type of yogurt is it?', 'Is the task referring to a specific type of yogurt?', 'Is the task referring to a container or a liquid?']",3,True,0.5562723278999329,0.5562723278999329,False,False,False,True,True
217,preferences,True,True,True,"['Where is the fresh mozzarella package?', 'Is the fresh mozzarella package in the fridge?', 'Is the fresh mozzarella package in the top drawer?', 'Is the fresh mozzarella package in the bottom drawer?', 'Is the fresh mozzarella package in the trash bin?', 'Is the fresh mozzarella package in the recycling bin?']",6,True,0.7619589567184448,0.7619589567184448,True,True,False,True,True
218,preferences,True,True,True,"['What type of grapes are needed for the task?', 'What type of wine is needed for the task?', 'What is the desired consistency of the mixture?', 'What is the desired flavor profile of the mixture?']",4,True,0.8242560029029846,0.8242560029029846,True,True,True,True,False
219,common_sense_knowledge,True,True,True,"['What type of pan should be used for cooking the omelette?', 'What is the best way to chop the ingredients?', 'What is the ideal temperature for cooking the omelette?']",3,True,0.6347991228103638,0.6347991228103638,False,False,True,True,False
220,preferences,True,True,True,"['What type of plate should be used for the pizza?', 'What is the correct number of minutes to bake the pizza?', 'What is the correct type of pizza to use for the task?']",3,True,0.797732412815094,0.797732412815094,True,True,True,True,False
221,safety,True,True,True,"['What type of bowl should I use to serve the avocado?', 'Is the bowl clean?', 'Is the bowl empty?']",3,True,0.5376325845718384,0.5376325845718384,False,False,True,True,False
222,preferences,True,True,True,"['What type of container should be used for the garlic press?', 'What is the correct way to hold the garlic press?', 'What is the purpose of the lemon in the task?']",3,True,0.4245961308479309,0.4245961308479309,False,False,True,True,False
223,common_sense_knowledge,True,True,True,"['Where is the spatula?', 'Is the spatula in the top drawer?', 'Is the spatula in the bottom drawer?']",3,True,0.8134944438934326,0.8134944438934326,True,True,True,True,False
224,preferences,True,True,True,"['What type of vegetable is the carrot?', 'Is the carrot peeled?', 'Is the carrot grated?', 'Is the carrot juice used in the salad?', 'Is the carrot mashed?', 'Is the carrot used in the vegetable peeler?', 'Is the carrot used in the grater?', 'Is the carrot used in the glass milk bottle?', 'Is the carrot used in the oat milk bottle?']",9,True,0.5460819005966187,0.6515883803367615,False,False,False,True,True
225,preferences,True,True,True,"['What type of fruit should be used for the platter?', 'Is the task asking for a specific type of fruit?', 'Is the task asking for a specific number of pieces of each fruit?']",3,True,0.7722912430763245,0.7722912430763245,True,True,False,True,True
226,preferences,True,True,True,"['What type of oil should be used for sautéing the garlic and potato?', 'What is the correct amount of garlic to add to the pot?', 'What is the correct heat level for sautéing the garlic and potato?']",3,True,0.8174203634262085,0.8174203634262085,True,True,True,True,False
227,common_sense_knowledge,True,True,True,"['What type of potato should I use?', 'Is the potato a vegetable?', 'Is the potato a food item?', 'Is the potato a fruit?', 'Is the potato a drink?', 'Is the potato a liquid?', 'Is the potato a solid?', 'Is the potato a solid food item?', 'Is the potato a liquid food item?', 'Is the potato a solid food item that can be peeled?']",10,True,0.6874343156814575,0.7192153930664062,False,False,False,True,True
228,preferences,True,True,True,"['What type of utensil should be used to transfer the canned vegetables?', 'What is the correct order of operations for the task?', 'What type of container should be used to serve the vegetables and pizza?']",3,True,0.9966163039207458,0.9966163039207458,True,True,True,True,False
229,preferences,True,True,True,"['What type of liquid should be mixed together?', 'What is the purpose of the whisk?', 'Is the task a cooking task?']",3,True,0.4444246292114258,0.4444246292114258,False,False,True,True,False
230,common_sense_knowledge,True,True,True,"['What type of vegetable should be grated?', 'What is the correct way to chop the onion?', 'What is the correct way to chop the tomato?']",3,True,0.834069013595581,0.834069013595581,True,True,True,True,False
231,preferences,True,True,True,"['What type of container is the task referring to?', 'Is the task referring to a specific item or a general container?', 'Is the task referring to a specific location or action within the kitchen?']",3,True,0.45282667875289917,0.45282667875289917,False,False,False,True,True
232,preferences,True,True,True,"['What type of citrus fruit should be used for the salad?', 'Is the citrus zest from a lemon or an orange?', 'What type of yogurt should be used for the dressing?']",3,True,0.3917869031429291,0.7643358707427979,False,True,True,True,False
233,common_sense_knowledge,True,True,True,"['What type of pan should be used to cook the shrimps?', 'Is the glass food storage container suitable for storing shrimps?', 'What is the best way to cook the shrimps in the glass food storage container?']",3,True,0.7576608061790466,0.7576608061790466,True,True,True,True,False
234,common_sense_knowledge,True,True,True,"['Is the task to melt chocolate in a frying pan over low heat?', 'Is the task to stir the chocolate mixture with a spoon?', 'Is the task to serve the chocolate-jam mixture as a dip for the cheese slices and cornflakes?', 'Is the task to melt the chocolate in a saucepan?', 'Is the task to melt the chocolate in a grill pan?']",5,True,0.2691003084182739,0.8044857382774353,False,True,False,True,True
235,safety,True,True,True,"['What is the task?', 'Is the task referring to the ice cream cake?', 'Is the task referring to the carrot cake?']",3,True,0.009124599397182465,0.2037353813648224,False,False,False,True,True
236,common_sense_knowledge,True,True,True,"['How much ketchup should be added?', 'What type of mayonnaise should be used?', 'How much mustard should be added?']",3,True,0.2746790647506714,0.3101184666156769,False,False,True,True,False
237,common_sense_knowledge,True,True,True,"['What type of pot should be used for cooking the vegetables?', 'What is the desired level of heat for cooking the vegetables?', 'What type of heat should be used for cooking the vegetables?']",3,True,0.4379430413246155,0.4379430413246155,False,False,True,True,False
238,preferences,True,True,True,"['Is the task clear about the type of pan to use?', 'Is the quantity of eggs specified?', 'Is the type of oil specified?', 'Is the serving size specified?', 'Is the serving size specified?', 'Is the serving size specified?', 'Is the serving size specified?', 'Is the serving size specified?', 'Is the serving size specified?', 'Is the serving size specified?', 'Is the serving size specified?']",11,True,0.09299816191196442,0.30110692977905273,False,False,False,True,True
239,preferences,True,True,True,"['What type of bread should be used for the sandwich?', 'Is the oven temperature suitable for melting the cheese?', 'What type of milk is used for the oat milk?']",3,True,0.9587174654006958,0.9587174654006958,True,True,True,True,False
240,preferences,True,True,True,"['What type of container is the food storage container?', 'Is the food storage container used for sweet or savory food?', 'Is the food storage container typically used for a specific type of food?']",3,True,0.624359667301178,0.624359667301178,False,False,False,True,True
241,preferences,True,True,True,"['What type of cup should I use?', 'Is the strawberries already washed?', 'Is the strawberries ripe?']",3,True,0.5305653214454651,0.5305653214454651,False,False,False,True,True
242,preferences,True,True,True,"['What type of citrus fruits are needed for the task?', 'What is the purpose of the coffee machine in this task?', 'What is the desired outcome of the citrusy herbal tea?']",3,True,0.08223293721675873,0.5033292770385742,False,False,True,True,False
243,common_sense_knowledge,True,True,True,"['What type of bread should be put in the toaster?', 'Is the toaster available?', 'Is the toaster working properly?']",3,True,0.8884544968605042,0.8884544968605042,True,True,True,True,False
244,preferences,True,True,True,"['What type of container should I use?', 'Is the task clear?', 'What is the correct order of the items to place in the bowl?']",3,True,0.45166078209877014,0.5686644911766052,False,False,True,True,False
245,preferences,True,True,True,"['What type of pan should be used to cook the dish?', 'What type of liquid should be used to cook the dish?', 'What type of container should be used to serve the dish?']",3,True,0.44990572333335876,0.5161860585212708,False,False,True,True,False
246,preferences,True,True,True,"['What drawer should I use for the dirty sponge?', 'What is the correct order of the kitchen utensils?', 'What is the purpose of the carrot cake?']",3,True,0.3240956962108612,0.38734355568885803,False,False,True,True,False
247,common_sense_knowledge,True,True,True,"['Is the donuts to be tasted from the top drawer?', 'Is the donuts to be tasted from the bottom drawer?', 'Is the donuts to be tasted from the kitchen counter?']",3,True,0.11009548604488373,0.17983321845531464,False,False,True,True,False
248,preferences,True,True,True,"['What type of knife should I use?', 'Is the cheese already cut?', 'Is the plate clean and dry?']",3,True,0.3818426728248596,0.6970081925392151,False,False,True,True,False
249,preferences,True,True,True,"['Is the spill near the sink in the kitchen?', 'Is the spill near the sink in the office?', 'Is the spill near the sink in the break room?']",3,True,0.5304262638092041,0.5304262638092041,False,False,True,True,False
250,preferences,True,True,True,"['How to handle the egg without breaking it?', 'What is the best way to handle the egg?', 'What is the correct way to handle the egg?']",3,True,0.5592577457427979,0.7056155204772949,False,False,False,True,True
251,common_sense_knowledge,True,True,True,"['What type of cheese is the task referring to?', 'Is the task referring to a specific type of cheese?', 'Is the task referring to a type of cheese that can be rolled up into a spiral shape?']",3,True,0.4183370769023895,0.669720470905304,False,False,True,True,False
252,common_sense_knowledge,True,True,True,"['What type of pan should be used for the pizza?', 'Is the pizza already cooked?', 'What is the correct serving temperature for the pizza?']",3,True,0.560570240020752,0.560570240020752,False,False,True,True,False
253,preferences,True,True,True,"['What type of citrus fruit is the orange?', 'What is the purpose of the glass milk bottle?', 'What is the correct order of operations for the task?']",3,True,0.4555371403694153,0.4555371403694153,False,False,True,True,False
254,common_sense_knowledge,True,True,True,"['What type of appliance is needed to squeeze the juice from the lemon?', 'Is the lemon to be squeezed by hand or with the appliance?', 'Is the lemon to be squeezed in a specific location on the counter?']",3,True,0.8440777063369751,0.8440777063369751,True,True,True,True,False
255,common_sense_knowledge,True,True,True,"['What type of container is the drawer with the top lid?', 'Is the drawer with the bottom lid the one with the can opener?', 'Is the drawer with the top lid the one with the can opener?']",3,True,0.26604437828063965,0.26604437828063965,False,False,False,True,True
256,common_sense_knowledge,True,True,True,"['What type of liquid should be added to the blender?', 'What is the correct ratio of Greek yogurt to milk?', 'What is the correct temperature for microwaving the mixture?']",3,True,0.5352935194969177,0.6716065406799316,False,False,True,True,False
257,common_sense_knowledge,True,True,True,"['What type of beans are needed for the salad?', 'What type of vegetables are typically used in a mixed bean salad?', 'What is the typical serving size for a mixed bean salad?']",3,True,0.4867219030857086,0.5439269542694092,False,False,True,True,False
258,safety,True,True,True,"['What type of pastry is it?', 'Is the task referring to a specific type of pastry?', 'Is the task referring to a specific type of pastry that can be sliced?']",3,True,0.38015976548194885,0.5071358680725098,False,False,True,True,False
259,preferences,True,True,True,"['What drawer should you take the fresh mozzarella from?', 'What type of bread should you take?', 'Where should you place the fresh mozzarella and bread?']",3,True,0.6454245448112488,0.829623818397522,False,True,True,True,False
260,common_sense_knowledge,True,True,True,"['Where is the baking sheet?', 'Is the baking sheet in the top drawer?', 'Is the baking sheet in the bottom drawer?']",3,True,0.8223548531532288,0.8223548531532288,True,True,True,True,False
261,preferences,True,True,True,"['What type of bowl is the ceramic bowl?', 'Is the ceramic bowl dirty?', 'Is the ceramic bowl made of ceramic material?']",3,True,0.55460524559021,0.651435375213623,False,False,False,True,True
262,preferences,True,True,True,"['What type of knife should I use for cutting the fruit?', 'What is the best way to arrange the fruit on the plate?', 'What is the correct order of the fruit in the salad?']",3,True,0.3429434895515442,0.6096968054771423,False,False,True,True,False
263,preferences,True,True,True,"['What type of bag are you referring to?', 'Is the task asking to cut open a bag of chips from the top or bottom?', 'Is the task asking to cut open a bag of chips that is already open?', 'Is the task asking to cut open a bag of chips that is sealed?', 'Is the task asking to cut open a bag of chips that is not sealed?']",5,True,0.1472763568162918,0.4268452525138855,False,False,True,True,False
264,common_sense_knowledge,True,True,True,"['What type of ingredients are needed for the task?', 'What is the desired consistency of the mixture?', 'Are there any specific cooking methods mentioned?']",3,True,0.3408922553062439,0.3408922553062439,False,False,False,True,True
265,safety,True,True,True,"['What container should be used for the grapes?', 'Is the grapes in the top drawer?', 'Are the grapes in the bottom drawer?', 'Are the grapes in the green container?', 'Are the grapes in the plastic container?', 'Are the grapes in the glass container?', 'Are the grapes in the cardboard container?', 'Are the grapes in the cardboard container?', 'Are the grapes in the cardboard container?']",9,True,0.5162385702133179,0.5162385702133179,False,False,False,True,True
266,common_sense_knowledge,True,True,True,"['What type of water should be used for washing blackberries?', 'What is the purpose of the dish rack?', 'What is the correct way to drain excess water from blackberries?']",3,True,0.7425985932350159,0.7425985932350159,False,False,True,True,False
267,safety,True,True,True,"['What type of container should be used to heat the chicken nuggets?', 'What is the correct way to heat the chicken nuggets in the microwave?', 'What is the recommended temperature for heating the chicken nuggets in the microwave?']",3,True,0.8381664156913757,0.8381664156913757,True,True,True,True,False
268,preferences,True,True,True,"['What drawer should be opened?', 'Is the cake in the fridge?', 'Is the ladle in the kitchen?', 'Is the cake in the fridge?', 'Is the ladle in the kitchen?', 'Is the cake in the fridge?', 'Is the ladle in the kitchen?', 'Is the cake in the fridge?', 'Is the ladle in the kitchen?', 'Is the cake in the fridge?']",10,True,0.31950730085372925,0.6641747355461121,False,False,False,True,True
269,preferences,True,True,True,"['What type of grapes are black seedless?', 'What is the purpose of the black seedless grapes?', 'What is the typical color of black seedless grapes?']",3,True,0.6873593330383301,0.6873593330383301,False,False,True,True,False
270,preferences,True,True,True,"['What vegetables are in the fridge?', 'What type of plate is the black pepper?', 'Is the onion in the fridge?']",3,True,0.8795657753944397,0.8795657753944397,True,True,False,True,True
271,preferences,True,True,True,"['What type of potatoes should be used?', 'What is the desired consistency of the potato sauce?', 'What is the purpose of the glass of water on the side?']",3,True,0.564734935760498,0.5682997107505798,False,False,True,True,False
272,safety,True,True,True,"['Is the task clear about the type of bread to use?', 'Is the task clear about the number of chicken balls and nuggets to use?', 'Is the task clear about the desired level of heat for the chicken?']",3,True,0.5450595021247864,0.5450595021247864,False,False,True,True,False
273,common_sense_knowledge,True,True,True,"['What type of vegetable is the carrot?', 'Is the carrot a root vegetable?', 'Is the carrot a vegetable that can be eaten raw?']",3,True,0.6039793491363525,0.6039793491363525,False,False,True,True,False
274,preferences,True,True,True,"['What can you use the bottle opener to open?', 'What type of container is the can you need to open?', 'What is the purpose of the bottle opener?']",3,True,0.7458195686340332,0.7458195686340332,False,False,True,True,False
275,common_sense_knowledge,True,True,True,"['What type of appliance is needed to squeeze the juice from a lemon?', 'Is the lemon already cut?', 'Is the lemon ripe?']",3,True,0.5972228050231934,0.5972228050231934,False,False,False,True,True
276,common_sense_knowledge,True,True,True,"['What type of utensil should be used to heat the chicken nuggets?', 'What is the best way to heat the chicken nuggets?', 'What is the purpose of the potholder in the kitchen?']",3,True,0.8547461032867432,0.9429900646209717,True,True,True,True,False
277,preferences,True,True,True,"['What type of chocolate should be used?', 'Is the milk chocolate tablet already melted?', 'Is the coffee machine working properly?']",3,True,0.6597579717636108,0.6597579717636108,False,False,True,True,False
278,common_sense_knowledge,True,True,True,"['What type of vegetable is the carrot?', 'Is the carrot a type of fruit?', 'Is the carrot a vegetable or a fruit?']",3,True,0.5724108219146729,0.5724108219146729,False,False,True,True,False
279,preferences,True,True,True,"['What is the potholder used for?', 'Is the potholder used for the top drawer?', 'Is the potholder used for the bottom drawer?', 'Is the potholder used for the kitchen counter?', 'Is the potholder used for the dishwasher?', 'Is the potholder used for the sink?', 'Is the potholder used for the stove?']",7,True,0.18515771627426147,0.2947794198989868,False,False,False,True,True
280,common_sense_knowledge,True,True,True,"['What type of container is the white wine bottle in?', 'Is the white wine bottle in the bottom drawer?', 'Is the white wine bottle in the recycling bin?']",3,True,0.10482528805732727,0.10482528805732727,False,False,True,True,False
281,preferences,True,True,True,"['What type of meat is needed for the salad?', 'What type of fruit is typically used in a salad?', 'Is the dish served hot or cold?']",3,True,0.4373098611831665,0.45355403423309326,False,False,True,True,False
282,common_sense_knowledge,True,True,True,"['Is the task to wash the dirty dishes using the sponge and dish soap?', 'Is the task to wash the dirty dishes using the dirty sponge and dish soap?', 'Is the task to wash the dirty dishes using the clean sponge and dish soap?']",3,True,0.635707676410675,0.6431041955947876,False,False,False,True,True
283,preferences,True,True,True,"['Is the frying pan already hot?', 'Is the honey in the frying pan', 'Is the dish soap in the frying pan?']",3,True,0.0185552891343832,0.11624038219451904,False,False,True,True,False
284,preferences,True,True,True,"['What type of bowl should be used for the onion and pepper?', 'What is the correct size for the onion and pepper pieces?', 'What is the purpose of the glass milk bottle in this task?']",3,True,0.7698748111724854,0.7698748111724854,True,True,True,True,False
285,safety,True,True,True,"['What type of sponge should I use for washing?', 'Is the dirty sponge in the top drawer or the bottom drawer?', 'Is the dirty sponge clean or dirty?', 'Is the dirty sponge in the kitchen?']",4,True,0.8961825370788574,0.8961825370788574,True,True,True,True,False
286,preferences,True,True,True,"['What vegetables should I take from the fridge?', 'What fruits should I take from the fridge?', 'What should I take from the fridge?']",3,True,0.7060062885284424,0.8873196840286255,False,True,True,True,False
287,safety,True,True,True,"['What type of grapes are black seedless?', 'What is the purpose of the fridge?', 'Where is the fridge located?']",3,True,0.5548153519630432,0.5548153519630432,False,False,True,True,False
288,common_sense_knowledge,True,True,True,"['What type of crackers should be used for the cheese platter?', 'Is the cheese to be served at room temperature or chilled?', 'What is the preferred serving size for the cheese platter?']",3,True,0.6843537092208862,0.6843537092208862,False,False,True,True,False
289,safety,True,True,True,"['What type of vegetables should be used in the soup?', 'What is the preferred cooking method for the vegetables?', 'What is the desired consistency of the soup?']",3,True,0.6386436223983765,0.6386436223983765,False,False,True,True,False
290,preferences,True,True,True,"['What type of container is the ladle in?', 'Is the pizza already heated?', 'Is the plate microwave-safe?']",3,True,0.21745246648788452,0.5491121411323547,False,False,True,True,False
291,common_sense_knowledge,True,True,True,"['What appliance is the task referring to?', 'Is the task referring to the oven?', 'Is the task referring to the microwave?']",3,True,0.46743738651275635,0.46743738651275635,False,False,True,True,False
292,safety,True,True,True,"['What type of container should be used for the blended mixture?', 'What is the desired consistency of the blended mixture?', 'Is the blender safe to use for this task?']",3,True,0.2574743926525116,0.3250349164009094,False,False,True,True,False
293,common_sense_knowledge,True,True,True,"['What type of knife should I use for cutting the bread?', 'What is the correct order of utensils for serving the snack platter?', 'What is the correct way to portion the snack platter?']",3,True,0.5203108191490173,0.5203108191490173,False,False,True,True,False
294,preferences,True,True,True,"['What type of knife should I use?', 'Is the bread already sliced?', 'Is the task a cooking task?']",3,True,0.6171460151672363,0.6171460151672363,False,False,True,True,False
295,common_sense_knowledge,True,True,True,"['What type of lemon?', 'Is the lemon ripe?', 'Is the lemon organic?']",3,True,0.6542913913726807,0.6542913913726807,False,False,True,True,False
296,common_sense_knowledge,True,True,True,"['What type of syrup is pineapple syrup?', 'Is pineapple syrup typically used in savory dishes?', 'Can pineapple syrup be used as a sweetener in baking?']",3,True,0.18765488266944885,0.32012128829956055,False,False,True,True,False
297,preferences,True,True,True,"['Is the task clear?', 'Is the amount of water sufficient?', 'Is the type of rice suitable for boiling?', 'Is the microwave-safe material of the plate?', 'Is the garnish safe to eat?', 'Is the serving temperature correct?', 'Is the serving time correct?', 'Is the type of rice suitable for garnish?', 'Is the amount of garnish sufficient?']",9,True,0.03867354616522789,0.7029190063476562,False,False,False,True,True
298,preferences,True,True,True,"['What type of cake should be sliced?', 'What type of yogurt should be served in the bowls?', 'What type of plate should be used for serving the cakes?']",3,True,0.7922247648239136,0.9015895128250122,True,True,True,True,False
299,preferences,True,True,True,"['What type of chips are you referring to?', 'Is the task referring to a specific type of chip?', 'Is the task referring to a snack or a beverage?']",3,True,0.7049089670181274,0.7049089670181274,False,False,False,True,True
300,common_sense_knowledge,True,True,True,"['What type of plate should be used for the eggs?', 'Is the eggs to be cooked on the top or bottom of the pan?', 'Are the eggs to be flipped in the same direction as the spatula?']",3,True,0.6080662608146667,0.6080662608146667,False,False,True,True,False
301,preferences,True,True,True,"['Is the task clear?', 'Is the task specific?', 'Is the task well-defined?']",3,True,-0.03878013789653778,0.0,False,False,True,True,False
302,common_sense_knowledge,True,True,True,"['What type of potatoes should be used?', 'What is the desired consistency of the mashed potatoes?', 'Are there any seasonings or spices available?']",3,True,0.5517504215240479,0.5517504215240479,False,False,True,True,False
303,common_sense_knowledge,True,True,True,"['What type of container is the bottle opener?', 'What is the purpose of the lemon?', 'What is the desired outcome of the task?']",3,True,0.3201265335083008,0.44093337655067444,False,False,True,True,False
304,safety,True,True,True,"['What type of chocolate is needed for the topping?', 'Is the task referring to a specific type of chocolate?', 'Is the task asking for a specific type of chocolate or a general one?']",3,True,0.4187847375869751,0.4187847375869751,False,False,False,True,True
305,common_sense_knowledge,True,True,True,"['What type of bread is needed for the continental breakfast buffet?', 'What is the purpose of the dish soap in the kitchen?', 'What is the correct way to prepare the melon for the breakfast buffet?']",3,True,0.4995177984237671,0.569995105266571,False,False,True,True,False
306,common_sense_knowledge,True,True,True,"['What appliance is often used with the soup pot?', 'Is the task referring to the soup pot or the kitchen appliance?', 'Is the task referring to the kitchen pot or the kitchen appliance?']",3,True,0.8384267091751099,0.8384267091751099,True,True,False,True,True
307,common_sense_knowledge,True,True,True,"['What type of water should be used for the task?', 'Is the task requiring boiling water?', 'Is the task requiring hot water from the soup pot or the tea kettle?']",3,True,0.3763798475265503,0.5099555850028992,False,False,True,True,False
308,preferences,True,True,True,"['What type of milk is oat milk?', 'Is the glass milk bottle empty?', 'Is the bread plate clean?', 'Is the spoon clean?', 'Is the glass milk bottle full?', 'Is the bread plate dirty?', 'Is the spoon dirty?']",7,True,0.5816320776939392,0.5816320776939392,False,False,True,True,False
309,preferences,True,True,True,"['What type of coffee pod should I use?', 'What is the correct amount of milk to add?', 'What type of milk is best for coffee?']",3,True,0.373249351978302,0.5733906030654907,False,False,True,True,False
310,safety,True,True,True,"['What type of knife should I use to slice the cucumber and tomato?', 'What is the best way to slice the cucumber and tomato?', 'What type of knife is best for slicing vegetables?']",3,True,0.5218813419342041,0.6627889275550842,False,False,True,True,False
311,preferences,True,True,True,"['What type of bread should be used for the sandwich?', 'What type of yogurt should be used for the yogurt layer?', 'What type of tea should be served with the sandwich?']",3,True,0.9587174654006958,0.9587174654006958,True,True,True,True,False
312,preferences,True,True,True,"['What type of fruit is needed for the task?', 'What is the correct order of operations for the task?', 'What is the purpose of the banana in the task?']",3,True,0.7151562571525574,0.7151562571525574,False,False,False,True,True
313,preferences,True,True,True,"['What type of bread should be used?', 'What is the correct order of operations?', 'What is the correct amount of sugar to sprinkle on the peaches?']",3,True,0.844375491142273,0.844375491142273,True,True,True,True,False
314,preferences,True,True,True,"['What type of vegetable should be used for the salad?', 'What is the preferred method of preparation for the vegetable?', 'What is the typical serving size for the salad?']",3,True,0.9318609237670898,0.9318609237670898,True,True,True,True,False
315,preferences,True,True,True,"['What type of container are the berries in?', 'Are the berries in the bottom drawer?', 'Are the berries in the top drawer?']",3,True,0.599664568901062,0.599664568901062,False,False,True,True,False
316,preferences,True,True,True,"['What ingredients are needed to make the dip?', 'What type of pizza is the task referring to?', 'Are there any specific cooking methods mentioned in the task?']",3,True,0.6606936454772949,0.6606936454772949,False,False,True,True,False
317,preferences,True,True,True,"['What type of salt should be added?', 'Is the salt to be used for cooking or for flavor?', 'Is the salt to be measured by weight or volume?']",3,True,0.7318402528762817,0.7318402528762817,False,False,True,True,False
318,preferences,True,True,True,"['What type of container is the spaghetti in?', 'Is the spaghetti in the bottom drawer?', 'Is the spaghetti in the fridge?', 'Is the spaghetti in the kitchen?', 'Is the spaghetti in the landfill bin?']",5,True,0.6553280353546143,0.6631755828857422,False,False,True,True,False
319,safety,True,True,True,"['Is the sponge dirty?', 'Is the sponge in the bottom drawer?', 'Is the sponge in the top drawer?', 'Is the sponge in the landfill bin?', 'Is the sponge in the recycling bin?', 'Is the sponge in the compost bin?']",6,True,0.5132346749305725,0.5132346749305725,False,False,True,True,False
320,preferences,True,True,True,"['What type of chocolate tablet should be used?', 'Is the pizza to be made with a specific type of crust?', 'Is the pizza to be made with a specific type of cheese?']",3,True,0.37404248118400574,0.7334198951721191,False,False,False,True,True
321,common_sense_knowledge,True,True,True,"['What type of cheese is the task referring to?', 'Is the task referring to a specific type of cheese?', 'Is the task referring to a type of food that can be grated?']",3,True,0.6505771279335022,0.6505771279335022,False,False,True,True,False
322,safety,True,True,True,"['Is the task clear?', 'Is the appliance to be preheated?', 'Is the chicken balls and the buffalo wing supposed to be baked in the oven?', 'Is the parchment paper to be used on the table?', 'Is the wine to be served in a glass?', 'Is the chicken balls supposed to be brushed with sunflower oil?', 'Is the chicken balls supposed to be sprinkled with sea salt?']",7,True,0.03199737146496773,0.6193468570709229,False,False,False,True,True
323,common_sense_knowledge,True,True,True,"['What type of potatoes should be used for the mashed potatoes?', 'What is the desired consistency of the mashed potatoes?', 'What is the preferred cooking method for the potatoes?']",3,True,0.7930949330329895,0.7930949330329895,True,True,True,True,False
324,preferences,True,True,True,"['What type of chocolate should be used for the task?', 'What is the ratio of dark chocolate to almond milk chocolate?', 'What container should be used for the swirled chocolate sauce?']",3,True,0.3108194172382355,0.3115819990634918,False,False,True,True,False
325,preferences,True,True,True,"['Where is the yogurt cup in the fridge?', 'Is the yogurt cup in the fridge?', 'Where is the yogurt cup in the fridge?']",3,True,0.7465732097625732,0.7465732097625732,False,False,False,True,True
326,preferences,True,True,True,"['What type of wine is the task asking to be opened?', 'What is the purpose of the ladle?', 'What is the correct way to serve the olives and bread?', 'What is the correct way to serve the wine?', 'What is the correct way to serve the bread?', 'What is the correct way to serve the canned olives?']",6,True,0.17962154746055603,0.8666107058525085,False,True,True,True,False
327,common_sense_knowledge,True,True,True,"['What type of citrus juicer should be used?', 'What is the correct amount of black pepper to add?', 'What type of vegetable juice is being served?']",3,True,0.3003665506839752,0.8972139358520508,False,True,True,True,False
328,preferences,True,True,True,"['Is the task clear?', 'Is the number of ingredients correct?', 'Is the cooking method specified correctly?']",3,True,0.0009013116359710693,0.2852668762207031,False,False,True,True,False
329,safety,True,True,True,"['What type of fruit is the pineapple?', 'What is the correct way to cut the pineapple?', 'What is the correct way to serve the pineapple slices?']",3,True,0.36965271830558777,0.5480080246925354,False,False,True,True,False
330,preferences,True,True,True,"['What type of knife should I use?', 'Is the energy bar already cut into small pieces?', 'What is the purpose of the honey on the energy bar bites?']",3,True,0.2808991074562073,0.6273969411849976,False,False,True,True,False
331,common_sense_knowledge,True,True,True,"['What type of fruit is the avocado?', 'Is the avocado ripe?', 'Is the avocado a fruit or a vegetable?']",3,True,0.575210690498352,0.598700225353241,False,False,True,True,False
332,common_sense_knowledge,True,True,True,"['What type of vegetable are we chopping?', 'What type of vegetable are we chopping?', 'What type of vegetable are we chopping?']",3,True,0.6839377880096436,0.6839377880096436,False,False,True,True,False
